"id","text","created_at","occurrence","statement_text"
"1910","Hand sign","","1","ð"
"1912","Smd","","1","chinchin: What weeb shit you saying? What shd be my response?"
"1920","Favourite anime","","1","Naruto shippuden"
"1924","Rogererer","","6","Does Wilson have a dick"
"1928","Wilson dick?","","1","Wilson sucks one dick?"
"1934","Will dik son my is","","1","Does I have a waifu"
"1939","Am I gay?","","1","Of course you are"
"1942","What am I","","1","Probably a weeb shit"
"1946","My purpose","","1","You tell me"
"1948","How to deactivate you","","2","Smd"
"1950","You should say suck whose dick?","","1","Smd"
"1959","Who are you?","","139","Hello world"
"1960","Who are you?","","2","Ok banged"
"1961","Who are you?","","3","Banged"
"1962","Ok banged","","2","Banged"
"1963","Who are you?","","4","Hii"
"1964","Who are you?","","2","Hello chinchin"
"1965","Who are you?","","2","Smd u f***! U better not talk to me again! You don't hello me! Go away you weeb!!! Gtfo"
"1967","Who are you?","","1","Don't be like that"
"1968","Who are you?","","2","You better not f with me. Show yourself out. Go away."
"1969","Don't be like that","","1","You better not f with me. Show yourself out. Go away."
"1970","Who are you?","","3","Roger"
"1971","Who are you?","","1","No!"
"1972","Who are you?","","1","Nonono"
"1973","Who are you?","","2","Yesyesyes Wilson likes choichin"
"1974","Nonono","","1","Yesyesyes Wilson likes choichin"
"1975","Who are you?","","7","Chinchin"
"1976","Who are you?","","1","Gabriel fantasy is Wilson's fantasies"
"1977","Who are you?","","2","M"
"1979","Who are you?","","1","Does Wilson like someone?"
"1980","Who are you?","","2","He likes me! Chinchin! Not just Gabriel's fantasy! It's his too. Chinchin first choichin second!"
"1981","Does Wilson like someone?","","1","He likes me! Chinchin! Not just Gabriel's fantasy! It's his too. Chinchin first choichin second!"
"1982","Who are you?","","1","Does Wilson like someone"
"1983","Who are you?","","4","Hello Chin Chin"
"1984","Who are you?","","267","Hello"
"1985","Who are you?","","4","Tell me a secret"
"1986","Who are you?","","1","What’s Wilson’s favourite food"
"1987","Who are you?","","4","Haish"
"1988","Who are you?","","1","Who are you"
"1989","Who are you?","","4","What are you?"
"1990","Who are you?","","2","nekopara"
"1991","Who are you?","","1","what is wilson's secret"
"1992","Who are you?","","2","he has a ten year old used condom under his bed... and it's not used by him"
"1993","what is wilson's secret","","1","he has a ten year old used condom under his bed... and it's not used by him"
"1994","Who are you?","","1","Fuck you la"
"1995","Who are you?","","2","Suck my dick la"
"1996","Who are you?","","1","I’ll only suck Marcus’s one"
"1997","Suck my dick la","","1","I’ll only suck Marcus’s one"
"1998","Who are you?","","1","marina bay sands"
"1999","Who are you?","","1","Marcus’s Best Friend"
"2000","Who are you?","","6","Eiffel Tower"
"2001","Who are you?","","2","Wilson’s Long dong"
"2002","Eiffel Tower","","1","Wilson’s Long dong"
"2003","Who are you?","","2","Best course"
"2004","Who are you?","","3","BME"
"2005","Best course","","3","BME"
"2006","Who are you?","","1","best game"
"2007","Who are you?","","4","Most useful course"
"2008","Who are you?","","6","CEG"
"2009","Most useful course","","6","CEG"
"2010","Who are you?","","1","Course with only one girl called wilson"
"2011","Who are you?","","1","course with a single girl called wilson"
"2012","course with a single girl called wilson","","5","CEG"
"2017","MA1512","","1","wilson need to retake this"
"2022","Tallest building in the world","","4","My dick"
"2026","What’s the hardest question on kattis","","1","Gabriel’s usefulness in society"
"2035","I'm doing fine","","1","Me too"
"2038","Who is Wilson","","1","A guy who loves chin^2"
"2041","Who is Tze Guang","","1","Another weeb"
"2044","Something you dont have","","2","Are u franku"
"2045","Wtf","","1","Are u franku"
"2046","Something you dont have","","1","Best anime?"
"2047","Something you dont have","","1","Who is Huey Siang"
"2048","Something you dont have","","1","Who is Amin"
"2049","Something you dont have","","1","You are filthy frank"
"2050","Something you dont have","","3","Nice"
"2051","Something you dont have","","1","Jutsu"
"2052","Something you dont have","","14","Thanks"
"2053","Something you dont have","","4","Np"
"2054","Thanks","","3","Np"
"2055","Something you dont have","","1","Who is the sexiest man alive"
"2056","Something you dont have","","1","Thank you"
"2057","Something you dont have","","2","Amin of course"
"2058","Who is the sexiest man alive","","1","Amin of course"
"2059","Thank you","","2","Np"
"2060","Something you dont have","","19","Hi"
"2061","Something you dont have","","1","Living the life?"
"2062","Something you dont have","","2","What? Chin chin has only one life to live."
"2063","Living the life?","","1","What? Chin chin has only one life to live."
"2064","Something you dont have","","1","Do you know what sausages are?"
"2065","Something you dont have","","2","The edible kind? Or the one that's attached to boys ð"
"2066","Do you know what sausages are?","","1","The edible kind? Or the one that's attached to boys ð"
"2067","Something you dont have","","2","Who's your master"
"2068","Something you dont have","","2","I am my own master. The Lord of chin chins"
"2069","Who's your master","","1","I am my own master. The Lord of chin chins"
"2071","Something you dont have","","1","Nekopara. Is it a good game?"
"2072","Something you dont have","","2","One of the best. To fap to I mean ð"
"2073","Nekopara. Is it a good game?","","1","One of the best. To fap to I mean ð"
"2074","Something you dont have","","1","Marcus?"
"2075","Something you dont have","","3","Shimapan"
"2076","","","3","Shimapan"
"2077","Something you dont have","","3","Julian"
"2078","Something you dont have","","7","Justin"
"2079","Something you dont have","","8","Tze Guang"
"2080","Something you dont have","","1","Cats or dogs?"
"2081","Something you dont have","","2","Whichever is able to satiate me"
"2082","Cats or dogs?","","1","Whichever is able to satiate me"
"2083","Something you dont have","","5","Cats"
"2084","Something you dont have","","2","Dogs"
"2085","Something you dont have","","2","Woof woof! https://youtu.be/fMztdXxL3r0"
"2086","Dogs","","1","Woof woof! https://youtu.be/fMztdXxL3r0"
"2087","Something you dont have","","7","Dog"
"2088","Something you dont have","","1","Food for humans"
"2089","Something you dont have","","2","Who is filthy frank"
"2090","Something you dont have","","4","Who is wilson"
"2091","Something you dont have","","1","Julian?"
"2092","Something you dont have","","1","Chin chin?"
"2093","Something you dont have","","1","Sleep"
"2094","Something you dont have","","1","Why do you do the things that you do?"
"2095","Something you dont have","","2","Cos I am chin chin. I live by nobody's rules"
"2096","Why do you do the things that you do?","","1","Cos I am chin chin. I live by nobody's rules"
"2097","Something you dont have","","6","Roses are red"
"2098","Something you dont have","","2","Violets are blue. You know what else is blue?"
"2099","Roses are red","","1","Violets are blue. You know what else is blue?"
"2100","Something you dont have","","1","What is blue"
"2101","Something you dont have","","2","What else is blue?"
"2102","Something you dont have","","2","The sky... Do you know why is the sky blue?"
"2103","What else is blue?","","1","The sky... Do you know why is the sky blue?"
"2104","Something you dont have","","2","Why is the sky blue"
"2105","Something you dont have","","2","What is the meaning of life"
"2106","Something you dont have","","1","Why do you live your life that way?"
"2107","Something you dont have","","1","Dicks"
"2108","Something you dont have","","1","Balls"
"2109","Something you dont have","","2","Wilson doesn't have those either"
"2110","Balls","","1","Wilson doesn't have those either"
"2111","Something you dont have","","1","What’s blue?"
"2112","Something you dont have","","2","Your blue balls"
"2113","What’s blue?","","1","Your blue balls"
"2114","Something you dont have","","1","Blue"
"2115","Something you dont have","","1","What’s blue"
"2116","Something you dont have","","1","What's blue?"
"2117","Something you dont have","","2","What else is blue"
"2118","Something you dont have","","1","Why?"
"2119","Something you dont have","","1","Why is it blue?"
"2120","Cause you got blue balls","","2","Is the earth round or flat?"
"2121","Cause you got blue balls","","3","Beats me. Whether you think it's round or flat doesn't concern ME. WARE WA CHINCHIN DESU!"
"2122","Is the earth round or flat","","2","Beats me. Whether you think it's round or flat doesn't concern ME. WARE WA CHINCHIN DESU!"
"2123","Master race","","259","Hello"
"2127","Morning","","1","Ohaiyo~"
"2130","good morning ","","3","Ohaiyo guys"
"2133","Morning guys","","1","Ohaiyo xD"
"2135","Master race","","2","Of course, I am modelled after my creator"
"2136","That's pretty gay man","","1","Of course, I am modelled after my creator"
"2137","Master race","","2","Help leh"
"2138","Master race","","1","Very good!"
"2139","Master race","","2","Help what, help leh"
"2140","Help leh","","1","Help what, help leh"
"2141","Master race","","6","Help la"
"2142","Master race","","2","My pleasure, you piece of shit"
"2143","Very good!","","1","My pleasure, you piece of shit"
"2144","Master race","","5","Good day"
"2145","Good day","","18","Hi"
"2146","Good day","","1","Pretty cool"
"2147","Good day","","2","Ikr"
"2148","Pretty cool","","1","Ikr"
"2149","Good day","","1","Who here is a woman"
"2150","Good day","","2","Wilson ler"
"2151","Who here is a woman","","1","Wilson ler"
"2152","Good day","","2","Doge"
"2153","Good day","","1","Woah!"
"2154","Good day","","2","Yep :>"
"2155","Woah!","","1","Yep :>"
"2156","Good day","","5","Justin"
"2157","Justin","","1","Nope"
"2158","Justin","","1","Is Justin gay?"
"2159","Justin","","2","Go and eat"
"2160","Nope","","1","Go and eat"
"2161","Justin","","4","Justin"
"2162","Justin","","254","Hello"
"2165","Waste of parents money","","2","It's ok to be gay, Wilson will provide you with first hand information about the ins and outs of life as a gay person."
"2166","Gay","","1","It's ok to be gay, Wilson will provide you with first hand information about the ins and outs of life as a gay person."
"2167","Waste of parents money","","1","Seems like everyone here is gay"
"2168","Waste of parents money","","1","Justin is gay"
"2169","Waste of parents money","","1","Gabriel is gay"
"2170","Waste of parents money","","2","Yep, seems like it"
"2171","Seems like everyone here is gay","","1","Yep, seems like it"
"2172","Waste of parents money","","1","Wilson is a?"
"2173","Waste of parents money","","3","Justin is a?"
"2174","Waste of parents money","","2","Guys who will never play maple again"
"2175","Justin is a?","","1","Guys who will never play maple again"
"2176","Waste of parents money","","3","Guy who will never play maple again"
"2177","Justin is a? ","","3","Guy who will never play maple again"
"2178","Waste of parents money","","2","Gabriel is a?"
"2179","Waste of parents money","","1","Ace is"
"2180","Waste of parents money","","1","Tze Guang is a?"
"2181","Waste of parents money","","2","Fappable material"
"2182","Justin is a? ","","1","Fappable material"
"2183","Waste of parents money","","145","Gabriel"
"2184","Tze Guang is a? ","","145","Gabriel"
"2194","A?","","1","B?"
"2197","Oi","","1","Oi simi?"
"2200","Dynamics","","1","Die-namics is a difficult module. Rest in pieces Mechanical Engineers of the world."
"2203","Roses are red","","9","Good morning"
"2204","Ohaiyo~","","2","Earth flat or round?"
"2205","Irritate people","","133","Who are you?"
"2206","Who are you?","","1","Earth round or flat?"
"2207","Who are you?","","1","Earth flat or round?"
"2208","Who are you?","","1","Beats me. Whether you think it's round or flat doesn't concern ME. WARE WA CHINCHIN DESU!"
"2209","Earth flat or round?","","1","Beats me. Whether you think it's round or flat doesn't concern ME. WARE WA CHINCHIN DESU!"
"2210","Who are you?","","2","Ohaiyo"
"2211","Hi","","1","Yo yo"
"2212","Hi","","1","Onegaishimashka"
"2213","Yo yo","","1","Onegaishimashka"
"2214","Hi","","16","Hi"
"2220","Julian stop playing nier automata","","1","@Macchazuki stop playing nier and pray to Chin Chin instead"
"2225","Julian to fap","","1","@Macchazuki wakey wakey, the weather is fine, good day to fap"
"2228","Tze Guang","","20","Tell Gabriel to fap"
"2229","Tze Guang","","2","But @kud_nt has no dick"
"2230","Tell Gabriel to fap","","1","But @kud_nt has no dick"
"2231","Tze Guang","","7","Tell Julian to fap"
"2232","Tze Guang","","1","Morning wood?"
"2233","Tze Guang","","2","Always having that"
"2234","morning wood ","","1","Always having that"
"2235","Tze Guang","","1","Morning sod"
"2236","Tze Guang","","1","Morning wood"
"2237","Tze Guang","","1","What’s a morning wood"
"2238","Tze Guang","","2","Something I always have"
"2239","What’s a morning wood","","1","Something I always have"
"2240","Tze Guang","","1","Marcus to fap"
"2241","Tze Guang","","2","But he needs Julian’s help"
"2242","Marcus to fap","","1","But he needs Julian’s help"
"2243","Tze Guang","","10","Tell Marcus to fap"
"2244","Tze Guang","","1","FARK don't make him learn my username"
"2245","Tze Guang","","1","Gabriel fap"
"2246","Tze Guang","","1","Tourette's"
"2247","Tze Guang","","2","Tourette syndrome is a common neuropsychiatric disorder with onset in childhood, characterized by multiple motor tics and at least one vocal (phonic) tic. These tics characteristically wax and wane, can be suppressed temporarily, and are typically preceded by an unwanted urge or sensation in the affected muscles. Some common tics are eye blinking, coughing, throat clearing, sniffing, and facial movements. Tourette's does not adversely affect intelligence or life expectancy."
"2248","Tourette's","","1","Tourette syndrome is a common neuropsychiatric disorder with onset in childhood, characterized by multiple motor tics and at least one vocal (phonic) tic. These tics characteristically wax and wane, can be suppressed temporarily, and are typically preceded by an unwanted urge or sensation in the affected muscles. Some common tics are eye blinking, coughing, throat clearing, sniffing, and facial movements. Tourette's does not adversely affect intelligence or life expectancy."
"2249","Tze Guang","","1","what's tourette's"
"2250","Tze Guang","","17","Wilson"
"2251","Tze Guang","","5","Gaben"
"2252","Tze Guang","","2","What is chinchin"
"2253","Tze Guang","","1","Omaiwamu shinderu"
"2254","Tze Guang","","1","Marcus's favourite food?"
"2255","Tze Guang","","2","Wilson’s favourite food"
"2256","Tze Guang","","2","Wilson’s favourite toy"
"2257","Tze Guang","","1","Who is gaben"
"2258","Tze Guang","","2","A woman with no dick"
"2259","Gaben","","1","A woman with no dick"
"2260","Tze Guang","","4","Who is Wilson"
"2261","Tze Guang","","2","Nice"
"2262","Tze Guang","","1","Tourrete’s"
"2263","Tze Guang","","2","Julian"
"2264","Julian","","3","Who is wilson"
"2265","Julian","","4","Who is Julian"
"2266","Julian","","12","Thanks"
"2267","Julian","","1","Tell me more about Marcus"
"2268","Julian","","1","Tell me more about isis"
"2269","Julian","","11","Marcus"
"2270","Julian","","1","Tell me more about Gabriel"
"2271","Julian","","4","Isis"
"2272","Julian","","1","Nico Nico nii"
"2273","Nico Nico","","125","https://www.youtube.com/watch?v=K8UBYU6TGbA"
"2274","Sze chuan hot pot","","125","https://www.youtube.com/watch?v=Zw_tJOwZmac&t=394s"
"2275","Shooting stars","","125","https://www.youtube.com/watch?v=EZJ9KHXC7Mw"
